order_date,product_id,product_name,product_category,customer_name,customer_phone_number,no_of_products_buy,product_purchase_price,product_sale_price,profit_margin,loss_margin,year,region,country,state,city
10/15/2020,502,Noodles - Steamed Chow Mein,Furniture,Perla Haggarth,438-954-3666,16,108.63,748.93,589.432016938230691337567891,-589.432016938230691337567891,2015,Asia,Indonesia,,Pajeksan
10/20/2015,503,Beef - Flank Steak,Grocery,Winny Brundale,810-746-3664,76,402.25,147.18,-63.4108141702921068986948415,63.4108141702921068986948415,2023,North America,Russia,,Vostryakovo
10/22/2017,504,"Wine - Sherry Dry Sack, William",Clothing,Archaimbaud Newport,126-140-4358,17,755.8,434.98,-42.4477374966922466260915586,42.4477374966922466260915586,2016,Africa,China,,Taozhou
3/27/2017,505,Lettuce - Romaine,Furniture,Paulo Eggins,839-394-5908,64,712.53,854.32,19.8995130029612788233477889,-19.8995130029612788233477889,2021,Asia,Portugal,14,Castelo
9/26/2017,506,Plasticforkblack,Grocery,Oralie Ratley,125-272-7349,15,63.24,813.96,1187.0967741935483870967741935,-1187.0967741935483870967741935,2015,North America,Poland,,Połaniec
4/8/2023,507,Soup - Campbells Chili,Clothing,Venita Marron,164-525-4659,1,324.59,76.39,-76.4656951846945377245140023,76.4656951846945377245140023,2020,Europe,Ukraine,,Stari Bohorodchany
8/5/2015,508,Milkettes - 2%,Furniture,Darrel Turbefield,944-368-9575,80,298.24,737.31,147.2203594420600858369098712,-147.2203594420600858369098712,2015,Africa,Slovenia,,Kočevje
1/15/2021,509,Plasticknivesblack,Grocery,Herold Tuplin,194-197-8481,52,898.21,637.6,-29.0143730308057135859097538,29.0143730308057135859097538,2022,Europe,Philippines,,Mansilingan
3/14/2020,510,Tea - English Breakfast,Electronics,Lindsay O'Dooghaine,713-188-4586,56,881.64,295.82,-66.4466222040742253073816977,66.4466222040742253073816977,2018,Europe,Mexico,GRO,Arroyo Seco
8/26/2020,511,"Fish - Halibut, Cold Smoked",cosmetics,Shaylah Blew,526-816-2448,2,783.1,449.82,-42.5590601455752777423062189,42.5590601455752777423062189,2016,Europe,Indonesia,,Sukasenang
4/27/2022,512,Crackers - Water,Electronics,Isidro Rupke,683-380-3379,91,638.39,736.7,15.3996773132411221980294178,-15.3996773132411221980294178,2021,Africa,Indonesia,,Anin
12/12/2019,513,Lettuce - Iceberg,Grocery,Linus Pallister,245-777-6240,54,741.03,777.26,4.8891407905213014317908857,-4.8891407905213014317908857,2019,North America,China,,Huaqiu
10/19/2017,514,Wine - Penfolds Koonuga Hill,Grocery,Jeffrey Ivons,321-589-4235,25,156.13,681.94,336.7770447703836546467687184,-336.7770447703836546467687184,2019,Asia,Portugal,04,Candoso
11/4/2015,515,Horseradish - Prepared,cosmetics,Windham Pien,570-120-7584,11,13.08,430.64,3192.3547400611620795107033639,-3192.3547400611620795107033639,2020,Europe,China,,Xiaojiang
3/30/2023,516,"Soup - Knorr, Chicken Gumbo",cosmetics,Mabel Silkston,900-808-9134,23,425.73,678.98,59.48605923942404810560684,-59.48605923942404810560684,2018,North America,Indonesia,,Tambakbaya
12/6/2020,517,"Lemonade - Mandarin, 591 Ml",Furniture,Sherie Frederick,393-620-4543,48,34.27,342.66,899.8832798365917712284797199,-899.8832798365917712284797199,2017,North America,Poland,,Sulęcin
10/23/2016,518,Wine - Black Tower Qr,cosmetics,Erich Abbati,116-771-6696,30,71.25,464.9,552.4912280701754385964912281,-552.4912280701754385964912281,2017,Europe,Mongolia,,Hashaat
6/27/2015,519,Artichoke - Fresh,Electronics,Martino Overel,395-432-4067,69,478.15,609.37,27.4432709400815643626477047,-27.4432709400815643626477047,2017,Europe,France,A8,Paris 15
3/5/2020,520,Mackerel Whole Fresh,Clothing,Garik Cansdale,257-332-1152,61,318.12,891.59,180.2684521564189613982145102,-180.2684521564189613982145102,2019,North America,Guatemala,,Mixco
12/4/2022,521,Pie Box - Cello Window 2.5,Electronics,Glenna Griffitt,784-408-4576,77,474.74,53.1,-88.8149302776256477229641488,88.8149302776256477229641488,2016,North America,Bermuda,,Hamilton
9/11/2015,522,Fireball Whisky,Furniture,Barty Blanckley,220-801-3793,81,841.83,433.14,-48.5478065642706959837496882,48.5478065642706959837496882,2015,Europe,China,,Haibeitou
6/5/2020,523,Wine - Fontanafredda Barolo,Electronics,Juliet Wabersich,427-721-3504,98,865.14,889.34,2.7972351295744041426821093,-2.7972351295744041426821093,2019,Asia,Peru,,Huancapallac
7/22/2017,524,"Pesto - Primerba, Paste",Furniture,Georgetta Ferguson,208-164-4125,1,199.16,443.5,122.6852781683068889335207873,-122.6852781683068889335207873,2023,North America,Serbia,,Ilandža
9/5/2019,525,"Juice - Orange, 341 Ml",Clothing,Frances Hamel,278-759-6451,6,852.6,39.71,-95.3424818203143326296035656,95.3424818203143326296035656,2022,Europe,Philippines,,Mambulo
10/18/2015,526,Ginger - Crystalized,Electronics,Charlean Alday,419-694-0908,58,489.54,506.35,3.4338358458961474036850921,-3.4338358458961474036850921,2018,Europe,Portugal,16,Igreja
7/11/2018,527,Croissants Thaw And Serve,cosmetics,Gretchen Gepson,937-484-4127,2,665.21,838.7,26.0804858616076126336044257,-26.0804858616076126336044257,2019,North America,China,,Kambaxoi
10/15/2016,528,"Crush - Grape, 355 Ml",cosmetics,Tarah Ranklin,382-338-6626,91,986.42,451.29,-54.2497110764177530869203787,54.2497110764177530869203787,2022,Africa,Indonesia,,Baopukang
1/26/2016,529,Cheese - Brick With Onion,Furniture,Welby Gofford,625-244-0325,66,594.39,994.3,67.28074160063258130183886,-67.28074160063258130183886,2014,Asia,Brazil,,São Mateus do Sul
9/28/2017,530,Muffin Batt - Blueberry Passion,Grocery,Dacia Ziemen,279-495-3094,95,592.76,908.45,53.2576422160739591065523989,-53.2576422160739591065523989,2019,Europe,Indonesia,,Putrajawa
5/21/2020,531,Compound - Orange,Furniture,Steve Sherar,577-622-0655,32,712.64,442.39,-37.9223731477323753929052537,37.9223731477323753929052537,2020,Europe,China,,Chenji
5/16/2017,532,"Flour - Corn, Fine",Clothing,Willyt Alywin,925-646-1281,10,250.62,188.45,-24.8064799297741600829941744,24.8064799297741600829941744,2020,Africa,Greece,,Kallífytos
4/25/2017,533,Cucumber - Pickling Ontario,Grocery,Angela Goneau,228-345-2507,3,283.8,959.18,237.9774489076814658210007047,-237.9774489076814658210007047,2016,North America,Tanzania,,Misungwi
12/7/2017,534,Petit Baguette,Electronics,Emelyne Linskey,521-276-2680,78,876.0,114.18,-86.9657534246575342465753425,86.9657534246575342465753425,2019,Asia,China,,Yunyan
4/11/2024,535,"Iced Tea - Lemon, 340ml",cosmetics,Bessie Fairburn,914-399-1352,84,423.06,504.41,19.2289509762208670164988418,-19.2289509762208670164988418,2018,Asia,Indonesia,,Krajan Joho
2/29/2016,536,Soup - Campbells - Tomato,Furniture,Ardyce Paute,178-188-9846,6,519.6,878.07,68.9896073903002309468822171,-68.9896073903002309468822171,2022,Europe,Thailand,,Noen Maprang
7/9/2021,537,Gatorade - Orange,Furniture,Minna Sidle,241-576-0887,81,70.66,710.81,905.9581092555901500141522785,-905.9581092555901500141522785,2016,Africa,China,,Wudabao
3/5/2015,538,Spaghetti Squash,Grocery,Shelton Casolla,125-584-6963,56,213.87,922.58,331.3741992799364099686725581,-331.3741992799364099686725581,2014,Europe,Sweden,M,Tyringe
9/20/2022,539,Pastry - Apple Muffins - Mini,Clothing,Maryann Unitt,533-593-5888,78,930.05,508.21,-45.3567012526208268372668136,45.3567012526208268372668136,2017,Africa,China,,Poyang
6/14/2021,540,Bread Crumbs - Japanese Style,cosmetics,Dalia Rodrigo,671-382-3762,79,729.44,911.96,25.021934634788330774292608,-25.021934634788330774292608,2023,North America,Democratic Republic of the Congo,,Kinshasa
6/12/2015,541,"Veal - Inside Round / Top, Lean",Furniture,Levi Sheircliffe,457-765-8622,85,680.39,434.45,-36.1469157395023442437425594,36.1469157395023442437425594,2014,Africa,China,,Maojiagang
6/18/2017,542,Squid - Breaded,Grocery,Hailey Greser,407-820-1199,66,834.87,157.86,-81.0916669661144848898630925,81.0916669661144848898630925,2020,Africa,United States,FL,Orlando
7/4/2015,543,Lobster - Base,Clothing,Audry St. Louis,757-547-5978,37,451.39,979.4,116.9742351403442699217971156,-116.9742351403442699217971156,2014,North America,Pakistan,,Quetta
10/2/2023,544,Milk - Skim,Grocery,Dale Dewing,910-364-9963,70,751.26,226.33,-69.873279557010888374198014,69.873279557010888374198014,2016,Asia,Serbia,,Ljukovo
2/17/2020,545,Chef Hat 20cm,Electronics,Carmelle Pimme,553-854-0021,77,304.25,247.4,-18.6852917009038619556285949,18.6852917009038619556285949,2014,North America,Canada,QC,Boucherville
8/15/2016,546,Pancetta,Clothing,Theodosia Draijer,738-430-5106,41,107.87,719.47,566.9787707425604894780754612,-566.9787707425604894780754612,2021,Africa,Philippines,,Kalibo (poblacion)
5/10/2022,547,"Tomatoes - Plum, Canned",cosmetics,Aila Ert,948-449-8303,68,5.14,818.6,15826.0700389105058365758754864,-15826.0700389105058365758754864,2021,Europe,Croatia,,Ferdinandovac
7/9/2021,548,Irish Cream - Baileys,Grocery,Jodi Bedborough,258-889-9523,98,151.99,626.81,312.4021317191920521086913613,-312.4021317191920521086913613,2023,Asia,Japan,,Takikawa
3/1/2023,549,Shrimp - Black Tiger 13/15,cosmetics,Laverna Matokhnin,360-696-4278,70,948.79,718.46,-24.2761833493186058031808936,24.2761833493186058031808936,2017,Europe,Brazil,,Canutama
2/15/2018,550,"Brownies - Two Bite, Chocolate",Clothing,Ogdon Woodfine,189-231-2242,97,231.24,590.34,155.2932018681888946549039958,-155.2932018681888946549039958,2016,Africa,Brazil,,Rio Branco do Sul
9/27/2014,551,Breakfast Quesadillas,Furniture,Nari Evensden,366-886-8270,39,137.65,708.68,414.8419905557573556120595714,-414.8419905557573556120595714,2023,Asia,Philippines,,La Hacienda
5/19/2017,552,Frangelico,Furniture,Melitta Dunne,332-778-2901,58,834.79,409.45,-50.9517363648342696965703949,50.9517363648342696965703949,2017,North America,Guatemala,,Comitancillo
11/30/2021,553,Bread Ww Cluster,Electronics,Vonny Beetles,282-653-9999,22,871.0,580.09,-33.3995407577497129735935706,33.3995407577497129735935706,2022,Africa,China,,Daliu
7/24/2019,554,Onion Powder,cosmetics,Dalia Friedenbach,307-509-2092,93,910.82,545.52,-40.1067170242199336861289827,40.1067170242199336861289827,2017,Asia,Philippines,,Caibiran
3/15/2015,555,"Leeks - Baby, White",cosmetics,Glennis Kolak,630-901-2310,39,994.62,529.55,-46.758561058494701494037924,46.758561058494701494037924,2020,Asia,Mali,,Diré
9/8/2022,556,Beef - Cow Feet Split,cosmetics,Janot Youll,925-780-2497,98,481.72,82.91,-82.7887569542472805779290874,82.7887569542472805779290874,2023,Europe,Bulgaria,,Belene
1/6/2016,557,"Beer - Alexander Kieths, Pale Ale",Grocery,Martie Jager,314-702-1052,30,432.56,795.82,83.9791011651562788977251711,-83.9791011651562788977251711,2020,Africa,Argentina,,Villa Castelli
8/25/2021,558,Bread - Olive,Furniture,Muire Canby,315-636-6153,32,383.03,515.64,34.6213090358457562070856069,-34.6213090358457562070856069,2017,Africa,Philippines,,Palguyod
6/24/2018,559,Muffin Batt - Blueberry Passion,Furniture,Paige Tattersall,524-997-2558,35,375.49,571.11,52.0972595808144025140483102,-52.0972595808144025140483102,2017,North America,China,,Qingshui
6/16/2022,560,Cinnamon Rolls,cosmetics,Baxter Bowdon,940-321-5180,13,492.26,815.94,65.7538699061471580059318246,-65.7538699061471580059318246,2016,Africa,Ukraine,,Tsyurupyns’k
10/29/2023,561,"Napkin - Cocktail,beige 2 - Ply",cosmetics,Antoinette Sayton,953-135-4685,65,598.29,601.52,0.5398719684433970148255863,-0.5398719684433970148255863,2019,Africa,Norway,03,Oslo
4/17/2020,562,Venison - Ground,Grocery,Giana Tabram,198-417-1461,38,214.36,376.01,75.4105243515581265161410711,-75.4105243515581265161410711,2016,Asia,Russia,,Krasnokamsk
6/16/2019,563,"Bag - Bread, White, Plain",cosmetics,Pauline Honsch,206-965-5075,86,188.6,845.38,348.2396606574761399787910923,-348.2396606574761399787910923,2019,North America,United States,WA,Seattle
12/17/2014,564,Skirt - 29 Foot,Grocery,Callie Wormstone,740-471-3000,12,31.29,160.42,412.6877596676254394375199744,-412.6877596676254394375199744,2019,North America,China,,Jinta
12/18/2020,565,Ice Cream - Strawberry,Electronics,Kaspar Berndtssen,759-447-7308,11,648.8,968.54,49.2817509247842170160295931,-49.2817509247842170160295931,2020,Africa,Malta,,Għaxaq
3/12/2018,566,"Pasta - Tortellini, Fresh",Clothing,Bryan Meffen,196-187-9836,82,545.38,85.01,-84.4127030694194873299350911,84.4127030694194873299350911,2017,Europe,Colombia,,Villa del Rosario
7/30/2017,567,Brandy Cherry - Mcguinness,Clothing,Nona Few,522-538-6234,96,554.46,165.9,-70.0789957796775240774807921,70.0789957796775240774807921,2018,Asia,Peru,,Nepeña
2/18/2018,568,Cake Sheet Combo Party Pack,cosmetics,Osbourn Caruth,967-931-5209,22,747.23,422.45,-43.4645289937502509267561527,43.4645289937502509267561527,2023,Asia,Philippines,,Santol
2/15/2023,569,Crab - Imitation Flakes,Clothing,Dee dee Oleksinski,250-231-6080,39,492.2,327.83,-33.3949613978057700121901666,33.3949613978057700121901666,2022,North America,Portugal,10,Matos da Ranha
10/5/2017,570,"Beans - Black Bean, Preserved",Electronics,Joli Botwright,313-674-9316,46,88.41,180.41,104.0606266259472910304264224,-104.0606266259472910304264224,2021,North America,Indonesia,,Kiruru
12/28/2020,571,Potatoes - Pei 10 Oz,Grocery,Marisa Lawly,195-461-1451,73,926.09,611.03,-34.0204515759807362135429602,34.0204515759807362135429602,2017,Africa,China,,Dunhao
10/2/2018,572,"Soup - Knorr, Chicken Gumbo",Clothing,Roddie Portman,989-375-1471,34,734.73,999.34,36.0145903937500850652620691,-36.0145903937500850652620691,2023,Africa,China,,Qiaoshi
2/16/2024,573,Lamb - Shanks,Electronics,Ber Surgey,778-792-1829,10,311.3,164.15,-47.2695149373594603276582075,47.2695149373594603276582075,2018,Africa,Cuba,,Boyeros
12/6/2018,574,Pepper - Orange,cosmetics,Carlos Strippling,628-273-8435,92,19.84,800.98,3937.1975806451612903225806452,-3937.1975806451612903225806452,2018,Asia,Russia,,Bograd
9/27/2014,575,"Juice - Orange, Concentrate",Grocery,Roseline Mintoft,923-655-0951,2,24.38,52.88,116.8990976210008203445447088,-116.8990976210008203445447088,2019,North America,Philippines,,Cogon
11/22/2019,576,Island Oasis - Mango Daiquiri,cosmetics,Bidget Verbrugge,157-566-1341,15,449.42,244.18,-45.6677495438565261893106671,45.6677495438565261893106671,2017,Asia,Indonesia,,Anggana
5/27/2024,577,Wine - Muscadet Sur Lie,cosmetics,Marlo Baggelley,672-957-4489,27,894.25,349.67,-60.897959183673469387755102,60.897959183673469387755102,2023,Asia,Philippines,,Labog
8/9/2024,578,Cinnamon - Ground,cosmetics,Kevyn Farre,506-201-3795,44,86.67,826.09,853.1441098419291565709011192,-853.1441098419291565709011192,2016,North America,Poland,,Zebrzydowice
10/11/2021,579,Stock - Fish,Electronics,Ringo Petel,472-876-5031,55,759.78,42.64,-94.3878491142172734212535208,94.3878491142172734212535208,2022,North America,China,,Sanhe
3/6/2018,580,Sauce - Demi Glace,Grocery,Ricoriki Newcomen,544-556-5243,22,720.92,839.57,16.4581368251678410919380791,-16.4581368251678410919380791,2018,Asia,Germany,NW,Dortmund
8/10/2021,581,Nantucket Pine Orangebanana,Grocery,Carlynne Neubigin,867-907-5537,56,262.88,102.12,-61.153377967133292757151552,61.153377967133292757151552,2016,Asia,Sri Lanka,,Puttalam
2/19/2017,582,Oil - Grapeseed Oil,Grocery,Neal Kippling,278-520-8135,60,733.71,45.63,-93.7809216175328126916629186,93.7809216175328126916629186,2018,Asia,Serbia,,Zaječar
11/5/2014,583,Sage Derby,Clothing,Nerty Dunabie,930-293-6557,38,73.95,706.89,855.9026369168356997971602434,-855.9026369168356997971602434,2015,Africa,Sweden,BD,Piteå
7/28/2017,584,Magnotta - Bel Paese White,Grocery,Virgil Cardenosa,966-661-1954,99,943.17,388.88,-58.7688327660973101349703659,58.7688327660973101349703659,2021,Europe,Ireland,,Tullyallen
6/18/2019,585,"Shrimp, Dried, Small / Lb",Clothing,Timofei Klimontovich,196-985-8798,97,42.48,288.41,578.9312617702448210922787194,-578.9312617702448210922787194,2020,Africa,Indonesia,,Ciparay
4/19/2021,586,Cheese - Mascarpone,Clothing,Mae Nevison,749-902-9730,76,47.62,608.35,1177.509449811003779924401512,-1177.509449811003779924401512,2017,Asia,Indonesia,,Batulawang
8/17/2022,587,Salt And Pepper Mix - Black,Clothing,Debera Blood,338-504-1061,72,717.0,10.34,-98.5578800557880055788005579,98.5578800557880055788005579,2020,Africa,Indonesia,,Ratilangi
4/9/2016,588,Pork - Caul Fat,Furniture,Brendin Barajas,717-433-2210,4,813.6,55.34,-93.1981317600786627335299902,93.1981317600786627335299902,2015,Asia,China,,Longxi
6/6/2017,589,Bread - Wheat Baguette,cosmetics,Ronica Bizley,598-885-6122,40,578.25,926.22,60.176394293125810635538262,-60.176394293125810635538262,2014,North America,Philippines,,Bangued
2/18/2015,590,Pepsi - 600ml,Furniture,Linus Kees,590-871-2759,58,273.19,878.77,221.6699000695486657637541638,-221.6699000695486657637541638,2015,North America,China,,Tange Zhen
3/16/2015,591,"Ice - Clear, 300 Lb For Carving",Grocery,Othilia Robers,507-963-5472,65,715.5,228.01,-68.1327742837176799440950384,68.1327742837176799440950384,2015,Europe,China,,Yuhuangding
3/1/2023,592,Wine - Manischewitz Concord,cosmetics,Meriel Gillyett,286-352-1433,65,632.14,892.78,41.2313727971651849273895023,-41.2313727971651849273895023,2019,Asia,China,,Sanshilipu
5/2/2020,593,Water - Green Tea Refresher,cosmetics,Charley Blasiak,839-682-0099,74,702.67,46.39,-93.3980389087338295359130175,93.3980389087338295359130175,2017,Europe,Papua New Guinea,,Goroka
2/19/2015,594,Spinach - Spinach Leaf,Furniture,Anestassia Larder,611-255-0324,36,741.99,29.74,-95.9918597285677704551274276,95.9918597285677704551274276,2023,Europe,Indonesia,,Banyutengah
12/4/2015,595,Bread - Multigrain Oval,Electronics,Neils Windle,368-724-3552,1,713.19,744.86,4.4406118986525329855999103,-4.4406118986525329855999103,2023,North America,Mexico,PUE,Buenavista
8/24/2018,596,Wine - Pinot Noir Pond Haddock,Grocery,Minna Chuney,614-945-2546,30,217.85,173.53,-20.344273582740417718613725,20.344273582740417718613725,2015,Europe,Slovenia,,Cerklje na Gorenjskem
8/7/2016,597,"Trout - Rainbow, Frozen",Furniture,Rriocard Forten,496-858-8282,45,769.59,668.53,-13.1316675112722358658506477,13.1316675112722358658506477,2021,Asia,Ethiopia,,Jinka
11/12/2017,598,Mushroom - Lg - Cello,Electronics,Kippie Olner,977-278-0732,100,421.34,701.69,66.5377130108700811696017468,-66.5377130108700811696017468,2021,Africa,Latvia,,Baldone
6/23/2015,599,"Pasta - Cannelloni, Sheets, Fresh",Electronics,Hube Leveritt,539-904-3716,100,937.45,930.33,-0.7595071737159315163475385,0.7595071737159315163475385,2022,North America,Colombia,,Palmito
10/14/2016,600,Mussels - Cultivated,Furniture,Andreas Barwood,412-764-2451,48,74.71,412.82,452.5632445455762280819167447,-452.5632445455762280819167447,2023,Asia,China,,Dongtian
12/2/2021,601,"Hickory Smoke, Liquid",Grocery,Trever Mattingley,927-106-6234,22,52.1,469.37,800.9021113243761996161228407,-800.9021113243761996161228407,2022,Europe,China,,Qunsheng
10/7/2015,602,Squash - Butternut,Furniture,Torrey Stammler,721-419-2703,14,160.93,642.42,299.1921953644441682719194681,-299.1921953644441682719194681,2022,Europe,China,,Xushuguan
7/28/2020,603,Cookie Dough - Chocolate Chip,Electronics,Colin Watson-Brown,446-326-2234,29,521.7,44.67,-91.4376078205865439907993099,91.4376078205865439907993099,2022,Asia,Indonesia,,Tanagara
5/5/2017,604,Butter Sweet,Electronics,Robin Kubatsch,208-757-2553,60,530.45,527.01,-0.6485059854840229993401829,0.6485059854840229993401829,2014,North America,Indonesia,,Pegongan
10/7/2017,605,"Chocolate - Pistoles, White",Grocery,Kameko McNeigh,188-436-7087,5,754.95,573.27,-24.0651698787999205245380489,24.0651698787999205245380489,2021,North America,China,,Jianggao
6/21/2019,606,Muffin Mix - Raisin Bran,Clothing,Charlotta Hallstone,509-657-7353,99,808.18,225.91,-72.047068722314335915266401,72.047068722314335915266401,2023,Europe,Ukraine,,Verkhniy Rohachyk
10/23/2022,607,Pear - Packum,Furniture,Lin Sherwyn,399-627-6187,5,754.97,28.81,-96.183954329311098454243215,96.183954329311098454243215,2018,North America,Philippines,,San Luis
5/29/2015,608,"Rum - Light, Captain Morgan",Electronics,Nerti McGing,555-813-6482,6,384.67,792.96,106.1403280734135752723113318,-106.1403280734135752723113318,2017,Europe,China,,Jianggang
9/7/2015,609,Ecolab - Balanced Fusion,Furniture,Heywood Middlebrook,107-944-5190,78,831.37,788.32,-5.1781998388202605338176744,5.1781998388202605338176744,2019,Europe,Paraguay,,Asunción
9/12/2015,610,Banana Turning,Clothing,Rodina Trent,334-443-5765,77,277.14,124.32,-55.1418055856245940679800823,55.1418055856245940679800823,2017,Africa,Nigeria,,Bununu Kasa
9/25/2014,611,Spice - Pepper Portions,Clothing,Case Norquay,529-458-1131,17,361.18,570.66,57.9987817708621739852705022,-57.9987817708621739852705022,2023,Asia,Philippines,,Sagasa
2/7/2016,612,Mortadella,Grocery,Lauryn Titchen,850-760-5717,15,824.8,546.1,-33.7900096993210475266731329,33.7900096993210475266731329,2016,Africa,Norway,06,Drammen
12/2/2014,613,Peach - Halves,cosmetics,Crystal Bilby,963-470-6897,82,547.94,593.33,8.2837536956601087710333248,-8.2837536956601087710333248,2015,Africa,Greece,,Sísion
3/27/2022,614,Napkin White - Starched,Electronics,Ellynn Klemke,751-451-8971,30,115.21,399.49,246.7494141133582154326881347,-246.7494141133582154326881347,2017,North America,Finland,,Enonkoski
7/18/2022,615,Soup Campbells Beef With Veg,Furniture,Simonne Richfield,155-466-9152,46,911.05,492.17,-45.9777180176719170188244333,45.9777180176719170188244333,2017,Africa,Portugal,16,Lage
4/13/2020,616,Chicken - Whole,Clothing,Ryun Blanchflower,133-423-4556,86,241.95,92.76,-61.661500309981401115933044,61.661500309981401115933044,2016,Europe,Morocco,,Fkih Ben Salah
2/3/2021,617,Knife Plastic - White,cosmetics,Devin Skeldinge,115-855-6134,52,228.57,414.8,81.4761342258389114931968325,-81.4761342258389114931968325,2021,North America,China,,Beigucheng
11/30/2014,618,"Jam - Raspberry,jar",Clothing,Damaris Knightsbridge,350-576-3786,68,38.18,699.94,1733.2634887375589313776846517,-1733.2634887375589313776846517,2018,Europe,Japan,,Tochigi
6/23/2015,619,Garlic - Elephant,Electronics,Suzie Selwyn,702-781-7137,79,20.14,700.97,3380.4865938430983118172790467,-3380.4865938430983118172790467,2017,Europe,Sweden,M,Ystad
12/5/2018,620,Wine - Magnotta - Cab Franc,Clothing,Gustavus Mattheis,966-194-5115,33,171.38,263.6,53.810246236433656202590734,-53.810246236433656202590734,2019,North America,Portugal,13,Portelinha
2/20/2017,621,V8 Pet,cosmetics,Scott Karpychev,677-680-6502,75,743.13,303.07,-59.2170952592413171315920498,59.2170952592413171315920498,2018,Europe,Indonesia,,Kopral
1/13/2022,622,"Pasta - Bauletti, Chicken White",Clothing,Tobe Caddock,779-631-3829,96,964.8,722.87,-25.0756633499170812603648425,25.0756633499170812603648425,2016,Europe,Indonesia,,Pasirreungit
12/26/2018,623,"Bread - Sticks, Thin, Plain",Clothing,Elicia Trendle,256-633-6307,90,915.49,537.22,-41.318856568613529366787185,41.318856568613529366787185,2021,Africa,Indonesia,,Waiwukak
12/24/2023,624,Pastry - Banana Tea Loaf,cosmetics,Berty Coye,124-172-4052,20,21.68,484.35,2134.0867158671586715867158672,-2134.0867158671586715867158672,2017,Asia,Canada,NS,Port Hawkesbury
10/10/2019,625,Beer - Sleemans Cream Ale,Furniture,Fay Giraudou,897-397-4468,98,793.71,35.31,-95.5512718751181161885323355,95.5512718751181161885323355,2015,North America,Israel,,Deir Ḥannā
5/12/2023,626,"Pasta - Penne, Rigate, Dry",Furniture,Rayner Furlonge,688-473-8902,92,406.55,248.94,-38.7676792522444963719099742,38.7676792522444963719099742,2014,North America,Russia,,Venëv
9/17/2024,627,"Leeks - Baby, White",Furniture,Hazlett Woodruffe,842-599-0537,37,672.04,831.24,23.6890661270162490327956669,-23.6890661270162490327956669,2016,Europe,Indonesia,,Watunggong
12/10/2014,628,Kumquat,cosmetics,Jeffy Manford,195-524-5795,31,961.12,875.42,-8.9166805393707341434992509,8.9166805393707341434992509,2019,Asia,China,,Hedao
6/29/2023,629,Avocado,cosmetics,Merola Fulham,671-868-3925,50,436.66,763.14,74.7675537031099711445976274,-74.7675537031099711445976274,2017,North America,China,,Baishi
1/29/2017,630,Chips Potato Salt Vinegar 43g,Electronics,Farlay Bownas,266-753-8120,10,108.52,779.48,618.2823442683376336159233321,-618.2823442683376336159233321,2023,Asia,Indonesia,,Balung
2/22/2022,631,"Chilli Paste, Sambal Oelek",Electronics,Johnette Dole,260-778-4008,33,236.51,788.79,233.5123250602511521711555537,-233.5123250602511521711555537,2014,Asia,Indonesia,,Simpang
12/24/2015,632,Anchovy Fillets,Grocery,Ky Gosneye,857-713-9547,19,6.38,556.83,8627.7429467084639498432601881,-8627.7429467084639498432601881,2016,Asia,Indonesia,,Suka Makmue
1/13/2023,633,Chinese Foods - Thick Noodles,cosmetics,Mack Bussetti,402-561-6251,83,36.45,447.04,1126.4471879286694101508916324,-1126.4471879286694101508916324,2023,Africa,Panama,,Bejuco
11/20/2017,634,V8 Splash Strawberry Kiwi,Grocery,Brittne Eakly,793-582-0644,14,612.3,169.6,-72.3011595623060591213457455,72.3011595623060591213457455,2016,Asia,Ireland,,Gort
9/16/2024,635,Coffee Swiss Choc Almond,Electronics,Derron Popworth,949-479-3687,25,1.13,204.68,18013.2743362831858407079646018,-18013.2743362831858407079646018,2015,North America,Panama,,Tubualá
2/20/2023,636,Sour Puss Raspberry,Clothing,Farrell McEntegart,267-494-5163,40,999.57,452.62,-54.7185289674560060826155247,54.7185289674560060826155247,2014,North America,Brazil,,Tuntum
5/4/2021,637,Artichokes - Jerusalem,Electronics,Curcio Mollene,184-531-9404,74,434.39,148.18,-65.8877966804024033702433297,65.8877966804024033702433297,2014,North America,Tanzania,,Mlangali
5/21/2018,638,Puree - Kiwi,Furniture,Bart Pirson,324-406-8351,93,72.06,489.15,578.8093255620316402997502082,-578.8093255620316402997502082,2017,Europe,China,,Dongqianhu
2/26/2023,639,Butter - Salted,Electronics,Thurstan Azam,671-899-7043,3,655.83,822.94,25.4806885930805239162587866,-25.4806885930805239162587866,2017,North America,Philippines,,Pandan Niog
10/5/2019,640,"Sauce - Gravy, Au Jus, Mix",Grocery,Juliann Lennard,333-764-1059,11,740.04,710.32,-4.015999135181882060429166,4.015999135181882060429166,2014,North America,Philippines,,Santa Catalina
1/2/2018,641,"Bread - Roll, Italian",Electronics,Mil Cushworth,658-303-8734,73,313.22,716.26,128.6763297362875933848413256,-128.6763297362875933848413256,2016,North America,Sri Lanka,,Anuradhapura
1/31/2021,642,Pastry - Banana Tea Loaf,Electronics,Cinda Allworthy,625-843-5292,78,409.03,779.13,90.4823607070386035254137838,-90.4823607070386035254137838,2015,Europe,Peru,,Vitarte
10/3/2015,643,"Beef - Tongue, Cooked",Electronics,Dorisa Colbrun,427-392-1620,45,392.2,488.74,24.6149923508414074451810301,-24.6149923508414074451810301,2015,Asia,China,,Zhuli
